price
1406.37
1409.68
1463.94
1516.6
1545.11
1479.78
1438.02
1424.44
1408.84
1433.33
1426.62
1440.72
1466.86
1465.08
1477.34
1476.5
1481.11
1506.76
1534.99
1673.94
1670.67
1693.1
1640.64
1668.09
1677.13
1632.29
1594.93
1634.3
1631.57
1704.85
1714.57
1697.74
1713.01
1738.02
1681.08
1694.79
1726.03
1732.34
1705.04
1728.87
1685.34
1681.47
1607.52
1658.6
1699.24
1710.32
1720.44
1747.24
1730.49
1775.91
1791.44
1788.8
1810.98
1800.22
1801
1760.69
1771.19
1809.14
1819.89
1826.06
1821.17
1807.32
1831.54
1833.66
1795.05
1813.49
1828.71
1847.03
1841.06
1837.39
1833.46
1832.77
1806.83
1836.32
1836.63
1806.63
1752.68
1724.04
1720.6
1704.58
1724.53
1725.39
1758.53
1777.82
1824.73
1832.07
1855.49
1880.7
1879.61
1898.74
1877.47
1894.55
1903.48
1916.25
1899.09
1925.54
1935.03
1925.2
1900.78
1912.55
1938.67
1932.29
1942.28
1926.94
1915.2
1895.34
1913.13
1913.9
1939.62
1948.63
1942.89
1947.48
1937.26
1928.1
1895.63
1907.93
1909.18
1902.55
1932.79
1948.02
1960.54
1973.37
1979.2
1987.19
1982.47
1993.98
1998.42
1991.56
1996.33
1989.23
1996.57
2012.31
2012.35
2012.79
2023.53
2028.15
2030.68
2036.3
2026.36
2039.41
2049.91
2061.18
2065.94
2062.66
2076.3
2076.82
2083.46
2091.58
2090.18
2108.69
2074.7
2057.91
2071.16
2086.7
2100.58
2105.47
2076.14
2021.19
1999.85
2010.6
1963.79
1925.9
1950.66
1959.31
1972.04
1979.09
1988.93
1979.5
1978.43
1946.75
1903.15
1922.28
1907.3
1891.98
1875.91
1887.82
1914.08
1889.28
1910.16
1915.35
1942.14
1933.72
1926.32
1918.15
1902.8
1909.49
1922.84
1913.42
1947.45
1958.93
1956.34
1977.25
1967.67
1967.4
1973.57
1961.28
1977.36
1984.26
1981.63
1991.17
1997.07
2012.9
2032.48
2047.45
2070.78
2085.11
2081.9
2095.98
2093.23
2101.38
2097.98
2113.3
2119.43
2053.37
2049.67
2079.39
2067.49
2070.61
2081.84
2092.13
2091.67
2075.62
2075.04
2073.16
2046.07
2059.05
2056.12
2051.07
2039.36
2044.54
2049.03
2071.26
2076.88
2069.76
2068.17
2076.26
2058.24
2053.7
2073.47
2103.46
2123.89
2117.4
2125.3
2102.06
2101.13
2125.61
2119.14
2104.74
2032.44
2045.88
2034.58
2043.11
2065.6
2008.03
1995.31
1979.93
1930.13
1956.97
1961.22
1963.52
1963.2
1946.47
1941.96
1967.55
1953.21
1909.32
1907.26
1936.34
1954.69
1962.04
1959.18
1965.12
1985.11
1984.2
1990.06
1991.17
2000.9
2011.66
2012.55
1998.69
2018.61
2022.6
2020.23
2036.61
2045.79
2066.39
2087.53
2053.53
2089.88
2107.25
2106.87
2101.65
2112.77
2125.08
2123.05
2090.71
2112.6
2108.6
2117.36
2128.47
2131.39
2134.79
2145.4
2168.05
2176.67
2172.56
2172.87
2152.33
2150.42
2166.17
2119.18
2105.05
2115.1
2119.18
2137.99
2132.89
2147.28
2155.4
2178.46
2191.06
2199.5
2194.64
2203.37
2213.59
2210.33
2197.59
2198.29
2193.57
2179.69
2180.27
2211.2
2214.25
2219.59
2226.77
2234.98
2238.5
2229.81
2223.06
2214.62
2222.95
2242.42
2202.39
2210.97
2167.64
2170.45
2163.12
2189.14
2206.06
2230.19
2233.59
2229.82
2219.25
2218.02
2205.98
2211.83
2202.05
2181.66
2170.52
2169.65
2189.78
2168.74
2165.49
2161.34
2146.23
2140.98
2146.54
2150.26
2179.62
2169
2136.45
2112.25
2094
2065.72
1956.82
1920.31
1986.92
1957.02
1958.69
1882.12
1903.93
1895.16
1924.59
1955.03
1955.1
1939.54
1947.35
1919.64
1924
1934.48
1938.87
1903.44
1902.99
1886.8
1827.25
1843.38
1847.53
1839.63
1834.13
1817.19
1862.36
1868.27
1861.56
1808.84
1856.52
1863.78
1852.6
1839.9
1818.38
1784.6
1798.62
1822.69
1818.41
1807.01
1794.96
1793.88
1767.81
1764.93
1764.86
